bibliographical.reference,coder,nrow,doi,nb.found,author1,year,journal,pub.type,data.site,stimuli.site,exp.condition,native.language,infant.type,min.age.days,mean.age.days,mean.age.Notes,max.age.days,nb.included,nb.excluded.total,fussers,non.criterion,exclusion.Criteria,same.infant.no,same.infant,nativeness,contrast_pseudoIPA,contrast_sampa,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,stimuli.notes,F1.1,F2.1,F1.2,F2.2,duration.word.1,duration.word.2,duration.vowel.1,duration.vowel.2,frequency.1,frequency.2,frequency.source,method,design,method.notes,results.extra,t,F,df,HAS.experimental,HAS.experimental.SD,HAS.control.nb,HAS.control,HAS.control.SD,CF.corr.same.switch,CF.difference,CF.same.SD,CF.switch.SD,CHT.pc,CHT.pc.SD,CHT.dprime,CHT.dprime.SD,CHT.Aprime,CHT.Aprime.SD,NIRS.DIFF,NIRS.DIFF.SD,NIRS.LI,NIRS.LI.SD,ERP.MMR.peakamplitude,ERP.MMR.peakamplitude.SD,MSDapprox,notes,specdif,tdif.count,tdif.dir,dur,featdif,attrition,fodif.count,fodif.dir,EffectSize,Formulas.used,ES.SE,ES.w,ES.type,CF.pooled,HAS.pooled
"Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504?15",st,110,10.1121/1.1380415 ,22,Bohn,2001,Journal of the Acoustic Society of America,article,NA,NA,VC,German,standard,182.52,249.444,mean,365.04,10,33,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure",109,no,native,I-e_,I-e_,not_looked_up,1,0,1,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 345/2088/2606; F1/F2/F3.2: 299/2206/2507; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel. Onset & offset silenced (only vowel).; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",345,2088,299,2206,NA,NA,62.3,141,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.9,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",0.5921922723,2.263242376,NA,101.65,2,0.7674418605,NA,NA,1.272082419,"L&W 3.21 for ES, then unbiased ES from 3.22, 3.15 for SE with a correlation of zero, 3.24 for weight",0.5300091357,3.559863034,2,NA,NA
"Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504?15",st,111,10.1121/1.1380415 ,22,Bohn,2001,Journal of the Acoustic Society of America,article,NA,NA,VC,German,standard,182.52,249.444,mean,365.04,10,33,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure",110,no,native,o-?_,o-U_,AEnglish,1,0,0,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 352/682/2194; F1/F2/F3.2: 389/924/2060; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel. Onset & offset silenced (only vowel).; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",352,682,389,924,NA,NA,140.3,73.5,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",1.706903105,1.908843537,NA,106.9,1,0.7674418605,NA,NA,1.892473118,"L&W 3.21 for ES, then unbiased ES from 3.22, 3.15 for SE with a correlation of zero, 3.24 for weight",0.6156888217,2.638016226,2,NA,NA
"Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504?15",st,112,10.1121/1.1380415 ,22,Bohn,2001,Journal of the Acoustic Society of America,article,NA,NA,CND,German,standard,182.52,249.444,mean,365.04,10,33,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure",111,no,native,e-i_,e-i_,not_looked_up,1,0,1,0,0,0,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 299/2206/2507; F1/F2/F3.2: 255/2279/2658; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel.  Onset & offset silenced (only vowel).Neutralized duration (duration in text not specified, but said to be mean of the 8 tokens used - thus mean taken); voice: male; IDS: no; naturalness: natural_processed; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",299,2206,255,2279,NA,NA,114.65,175.65,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",0.510587352,1.532054078,NA,145.15,1,0.7674418605,NA,NA,1.249321676,"L&W 3.21 for ES, then unbiased ES from 3.22, 3.15 for SE with a correlation of zero, 3.24 for weight",0.5272952044,3.596601797,2,NA,NA
"Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504?15",st,113,10.1121/1.1380415 ,22,Bohn,2001,Journal of the Acoustic Society of America,article,NA,NA,CND,German,standard,182.52,249.444,mean,365.04,10,33,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure",112,no,native,I-e_,I-e_,not_looked_up,1,0,1,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 345/2088/2606; F1/F2/F3.2: 299/2206/2507; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel.  Onset & offset silenced (only vowel).Neutralized duration (duration in text not specified, but said to be mean of the 8 tokens used - thus mean taken); voice: male; IDS: no; naturalness: natural_processed; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",345,2088,299,2206,NA,NA,101.65,161.55,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",0.5921922723,1.589276931,NA,131.6,2,0.7674418605,NA,NA,0.1941513416,"L&W 3.21 for ES, then unbiased ES from 3.22, 3.15 for SE with a correlation of zero, 3.24 for weight",0.4493158546,4.953321455,2,NA,NA
"Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504?15",st,114,10.1121/1.1380415 ,22,Bohn,2001,Journal of the Acoustic Society of America,article,NA,NA,CND,German,standard,182.52,249.444,mean,365.04,10,33,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure",113,no,native,o-?_,o-U_,AEnglish,1,0,0,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 352/682/2194; F1/F2/F3.2: 389/924/2060; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel.  Onset & offset silenced (only vowel).Neutralized duration (duration in text not specified, but said to be mean of the 8 tokens used - thus mean taken); voice: male; IDS: no; naturalness: natural_processed; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",352,682,389,924,NA,NA,106.9,198,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;,proportion.infants.passed: NA; partial.eta.squared: NA; d: NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",1.706903105,1.852198316,NA,152.45,1,0.7674418605,NA,NA,0.5953079179,"L&W 3.21 for ES, then unbiased ES from 3.22, 3.15 for SE with a correlation of zero, 3.24 for weight",0.4666043033,4.593064248,2,NA,NA
"Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213?",st,115,10.1121/1.390773 ,23,Eilers,1984,Journal of the Acoustic Society of America,article,NA,NA,group1,English,standard,152.1,234.234,mean,334.62,9,3.666666667,0,1,"criterion, hearing loss, scheduling",114,yes,nonnative,mad(300)-mad(400),mAd(300)-mAd(400),not_looked_up,0,0,0,0,0,0,1,comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ,745,900,745,900,540,640,300,400,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;,"proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.2 and \""t\"" based on DI= 2.02",1.65,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,"children in group 1 were tested on all mad, thus consecutive 3 lines are within subject on different days; see other results",0,NA,0.75,350,1,0.2894736842,NA,NA,NA,NA,NA,NA,2,NA,NA
"Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213?",st,116,10.1121/1.390773 ,23,Eilers,1984,Journal of the Acoustic Society of America,article,NA,NA,group1,English,standard,152.1,234.234,mean,334.62,9,3.666666667,0,1,"criterion, hearing loss, scheduling",114,yes,nonnative,mad(300)-mad(500),mAd(300)-mAd(500),not_looked_up,0,0,0,0,0,0,1,comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ,745,900,745,900,540,740,300,500,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;,"proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.22 and \""t\"" based on DI= 2.82",1.68,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,"children in group 1 were tested on all mad, thus consecutive 3 lines are within subject on different days; see other results",0,NA,0.6,400,1,0.2894736842,NA,NA,NA,NA,NA,NA,2,NA,NA
"Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213?",st,117,10.1121/1.390773 ,23,Eilers,1984,Journal of the Acoustic Society of America,article,NA,NA,group1,English,standard,152.1,234.234,mean,334.62,9,3.666666667,0,1,"criterion, hearing loss, scheduling",114,yes,nonnative,mad(300)-mad(600),mAd(300)-mAd(600),not_looked_up,0,0,0,0,0,0,1,comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ,745,900,745,900,540,840,300,600,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;,"proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.37 and \""t\"" based on DI= 5.99",5.26,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,"children in group 1 were tested on all mad, thus consecutive 3 lines are within subject on different days; see other results",0,NA,0.5,450,1,0.2894736842,NA,NA,NA,NA,NA,NA,2,NA,NA
"Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213?",st,118,10.1121/1.390773 ,23,Eilers,1984,Journal of the Acoustic Society of America,article,NA,NA,group2,English,standard,152.1,234.234,mean,334.62,9,3.666666667,0,1,"criterion, hearing loss, scheduling",115,yes,nonnative,samad(300)-samad(400),sAmAd(300)-sAmAd(400),not_looked_up,0,0,0,0,0,0,1,comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ,745,900,745,900,797,897,300,400,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;,"proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.16 and \""t\"" based on DI= 3.33",2.04,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,"children in group 2 were tested on all samad, thus consecutive 3 lines are within subject on different days; see other results",0,NA,0.75,350,1,0.2894736842,NA,NA,NA,NA,NA,NA,2,NA,NA
"Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213?",st,119,10.1121/1.390773 ,23,Eilers,1984,Journal of the Acoustic Society of America,article,NA,NA,group2,English,standard,152.1,234.234,mean,334.62,9,3.666666667,0,1,"criterion, hearing loss, scheduling",115,yes,nonnative,samad(300)-samad(500),sAmAd(300)-sAmAd(500),not_looked_up,0,0,0,0,0,0,1,comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ,745,900,745,900,797,997,300,500,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;,"proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.26 and \""t\"" based on DI= 3.33",2.17,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,"children in group 2 were tested on all samad, thus consecutive 3 lines are within subject on different days; see other results",0,NA,0.6,400,1,0.2894736842,NA,NA,NA,NA,NA,NA,2,NA,NA
"Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213?",st,120,10.1121/1.390773 ,23,Eilers,1984,Journal of the Acoustic Society of America,article,NA,NA,group2,English,standard,152.1,234.234,mean,334.62,9,3.666666667,0,1,"criterion, hearing loss, scheduling",115,yes,nonnative,samad(300)-samad(600),sAmAd(300)-sAmAd(600),not_looked_up,0,0,0,0,0,0,1,comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ,745,900,745,900,797,1097,300,600,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;,"proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.33 and \""t\"" based on DI= 5.31",3.74,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,"children in group 2 were tested on all samad, thus consecutive 3 lines are within subject on different days; see other results",0,NA,0.5,450,1,0.2894736842,NA,NA,NA,NA,NA,NA,2,NA,NA
"Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213?",st,121,10.1121/1.390773 ,23,Eilers,1984,Journal of the Acoustic Society of America,article,NA,NA,group3,English,standard,152.1,234.234,mean,334.62,9,3.666666667,0,1,"criterion, hearing loss, scheduling",116,yes,nonnative,masamad(300)-masamad(400),mAsAmAd(300)-mAsAmAd(400),not_looked_up,0,0,0,0,0,0,1,comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ,745,900,745,900,1045,1145,300,400,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;,"proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.2 and \""t\"" based on DI= 4.04",2.41,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,"children in group 3 were tested on all masamad, thus consecutive 3 lines are within subject on different days; see other results",0,NA,0.75,350,1,0.2894736842,NA,NA,NA,NA,NA,NA,2,NA,NA
"Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213?",st,122,10.1121/1.390773 ,23,Eilers,1984,Journal of the Acoustic Society of America,article,NA,NA,group3,English,standard,152.1,234.234,mean,334.62,9,3.666666667,0,1,"criterion, hearing loss, scheduling",116,yes,nonnative,masamad(300)-masamad(500),mAsAmAd(300)-mAsAmAd(500),not_looked_up,0,0,0,0,0,0,1,comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ,745,900,745,900,1045,1245,300,500,NA,NA,NA,CHT,other,fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;,"proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.29 and \""t\"" based on DI=7.46",2.95,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,"children in group 3 were tested on all masamad, thus consecutive 3 lines are within subject on different days; see other results",0,NA,0.6,400,1,0.2894736842,NA,NA,NA,NA,NA,NA,2,NA,NA
