"unique_ID","long_cite","short_cite","contributor","study_num","condition","response_mode","procedure","method","dependent_measure","between_participant","same_infant","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","mean_vocab","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","nativeness","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_number","dataset","response_mode_procedure","mean_age","n"
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp2",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,15,NA,103.76,NA,51.1,NA,NA,11.8,NA,NA,NA,0.08773678963,0.3654995551,NA,83.26,NA,7.5,NA,NA,NA,NA,NA,"dPrime",3.046746899,NA,NA,0,5.5,"criterion, scheduling","native","det-dÉt","det-dEt","AEnglish",0,0,0,0,0,1,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 355/1879/2576; F1/F2/F3.2: 412/1838/2550; min.f0: NA; average.f0: 115.666666666667; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 3 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",355,1879,412,1838,NA,NA,100.3333333,107.6666667,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:3;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",92,"Phonemic discrimination","behavior: conditioning",103.76,15
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp2",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,15,NA,103.76,NA,60.1,NA,NA,8.6,NA,NA,NA,1.105335157,0.4172036198,NA,83.26,NA,7.5,NA,NA,NA,NA,NA,"dPrime",2.220510452,NA,NA,0,5.5,"criterion, scheduling","native","dÉt-det","dEt-det","AEnglish",0,0,0,0,0,1,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 412/1838/2550; F1/F2/F3.2: 355/1879/2576; min.f0: NA; average.f0: 115.666666666667; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 3 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",412,1838,355,1879,NA,NA,107.6666667,100.3333333,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:3;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",93,"Phonemic discrimination","behavior: conditioning",103.76,15
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp2",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,15,NA,166.6,NA,57.9,NA,NA,7.8,NA,NA,NA,0.9532428356,0.4045026536,NA,44.42,NA,7.5,NA,NA,NA,NA,NA,"dPrime",2.01395134,NA,NA,0,5.5,"criterion, scheduling","native","det-dÉt","det-dEt","AEnglish",0,0,0,0,0,1,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 355/1879/2576; F1/F2/F3.2: 412/1838/2550; min.f0: NA; average.f0: 115.666666666667; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 3 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",355,1879,412,1838,NA,NA,100.3333333,107.6666667,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:3;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",94,"Phonemic discrimination","behavior: conditioning",166.6,15
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp2",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,15,NA,166.6,NA,60.9,NA,NA,12.1,NA,NA,NA,0.8478366553,0.3966033701,NA,44.42,NA,7.5,NA,NA,NA,NA,NA,"dPrime",3.124206566,NA,NA,0,5.5,"criterion, scheduling","native","dÉt-det","dEt-det","AEnglish",0,0,0,0,0,1,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 412/1838/2550; F1/F2/F3.2: 355/1879/2576; min.f0: NA; average.f0: 115.666666666667; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 3 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",412,1838,355,1879,NA,NA,107.6666667,100.3333333,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:3;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",95,"Phonemic discrimination","behavior: conditioning",166.6,15
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp3",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,12,NA,97.26,NA,61.8,NA,NA,9.8,NA,NA,NA,1.111459969,0.467053854,NA,46.42,NA,5,NA,NA,NA,NA,NA,"dPrime",2.829016319,NA,NA,0,4,"criterion, scheduling, eq error, exp error","native","det-dÃ¸t","det-d2t","Danish_2OR9?",0,0,0,0,1,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 355/1879/2576; F1/F2/F3.2: 412/1838/2550; min.f0: NA; average.f0: 120.333333333333; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 3 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",355,1879,412,1838,NA,NA,100.3333333,94,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:3;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",96,"Phonemic discrimination","behavior: conditioning",97.26,12
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp3",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,12,NA,97.26,NA,54.4,NA,NA,6.9,NA,NA,NA,0.5886287625,0.42556256,NA,46.42,NA,5,NA,NA,NA,NA,NA,"dPrime",1.991858429,NA,NA,0,4,"criterion, scheduling, eq error, exp error","native","dÃ¸t-det","d2t-det","Danish_2OR9?",0,0,0,0,1,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 349/1620/2284; F1/F2/F3.2: 412/1838/2550; min.f0: NA; average.f0: 120.333333333333; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 3 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",349,1620,412,1838,NA,NA,94,100.3333333,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:3;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",97,"Phonemic discrimination","behavior: conditioning",97.26,12
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp3",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,12,NA,123.47,NA,55.8,NA,NA,12.1,NA,NA,NA,0.4424666243,0.4181196357,NA,108.68,NA,5,NA,NA,NA,NA,NA,"dPrime",3.492969129,NA,NA,0,4,"criterion, scheduling, eq error, exp error","native","det-dÃ¸t","det-d2t","Danish_2OR9?",0,0,0,0,1,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 412/1838/2550; F1/F2/F3.2: 349/1620/2284; min.f0: NA; average.f0: 120.333333333333; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 3 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",412,1838,349,1620,NA,NA,100.3333333,94,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:3;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",98,"Phonemic discrimination","behavior: conditioning",123.47,12
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","st","exp3",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","Danish","standard",NA,NA,12,NA,123.47,NA,63.3,NA,NA,13.2,NA,NA,NA,0.9300699301,0.4502328136,NA,108.68,NA,5,NA,NA,NA,NA,NA,"dPrime",3.781644263,NA,NA,0,4,"criterion, scheduling, eq error, exp error","native","dÃ¸t-det","d2t-det","Danish_2OR9?",0,0,0,0,1,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 349/1620/2284; F1/F2/F3.2: 412/1838/2550; min.f0: NA; average.f0: 120.333333333333; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 3 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",349,1620,412,1838,NA,NA,94,100.3333333,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:3;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",99,"Phonemic discrimination","behavior: conditioning",123.47,12
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","FULL",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,20,NA,249.444,NA,70.5,NA,NA,6.9,NA,NA,NA,2.845478669,0.5499261054,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","e-i_","e-i_","not_looked_up",1,0,1,0,0,0,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 299/2206/2507; F1/F2/F3.2: 255/2279/2658; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel. ; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",299,2206,255,2279,202.4,148.9,141,88.3,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",100,"Phonemic discrimination","behavior: conditioning",249.444,20
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","FULL",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,10,NA,249.444,NA,71.4,NA,NA,6.9,NA,NA,NA,2.801309023,0.7696535663,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","Îµ-I_","E-I_","AEnglish",1,0,1,0,0,0,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 494/1697/2230; F1/F2/F3.2: 345/2088/2606; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",494,1697,345,2088,132,120.7,68.9,62.3,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",101,"Phonemic discrimination","behavior: conditioning",249.444,10
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","FULL",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,20,NA,249.444,NA,72.8,NA,NA,13.4,NA,NA,NA,1.629598486,0.4079090348,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","I-e_","I-e_","not_looked_up",1,0,1,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 345/2088/2606; F1/F2/F3.2: 299/2206/2507; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",345,2088,299,2206,120.7,202.4,62.3,141,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",102,"Phonemic discrimination","behavior: conditioning",249.444,20
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","FULL",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,20,NA,249.444,NA,75.2,NA,NA,9.6,NA,NA,NA,2.514084507,0.5079522839,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","o-Ê_","o-U_","AEnglish",1,0,0,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 352/682/2194; F1/F2/F3.2: 389/924/2060; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",352,682,389,924,237.1,158.9,140.3,73.5,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",103,"Phonemic discrimination","behavior: conditioning",249.444,20
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","FND",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,10,NA,249.444,NA,55.1,NA,NA,8.8,NA,NA,NA,0.5234604106,0.4622775574,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","e-i_","e-i_","not_looked_up",1,0,1,0,0,0,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 299/2206/2507; F1/F2/F3.2: 255/2279/2658; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel. Neutralized duration (duration in text not specified, but said to be mean of the 8 tokens used - thus mean taken); voice: male; IDS: no; naturalness: natural_processed; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",299,2206,255,2279,175.65,175.65,114.65,175.65,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",104,"Phonemic discrimination","behavior: conditioning",249.444,10
